v1,v2,v3,v4,v5,t1,t2,annotation,radiation rate,timestamp
1.86,1.44,1.12,0.83,3.39,55.0,35.25,0,2469,1580987211.39027
1.86,1.39,1.07,0.71,3.37,55.25,35.5,0,2469,1580987212.0292
1.93,1.44,1.12,0.83,3.44,55.25,35.25,0,2469,1580987212.6640801
1.93,1.42,1.07,0.81,3.44,55.25,35.0,0,2469,1580987213.30303
1.86,1.49,1.1,0.76,3.39,55.0,35.25,0,2469,1580987213.9419599
1.86,1.44,1.1,0.71,3.3,55.25,35.0,0,2469,1580987214.57682
1.88,1.51,1.1,0.71,3.34,55.25,35.25,0,2469,1580987215.21578
1.86,1.39,1.07,0.71,3.3,55.25,35.0,0,2469,1580987215.8547199
1.9,1.44,1.07,0.73,3.34,55.25,35.5,0,2469,1580987216.4895802
1.86,1.42,1.07,0.76,3.39,55.0,35.0,0,2469,1580987217.1284802
1.88,1.44,1.1,0.78,3.34,55.0,35.5,0,2469,1580987217.7674901
1.9,1.51,1.1,0.81,3.47,55.0,35.25,0,2469,1580987218.40633
1.86,1.46,1.12,0.83,3.47,55.25,35.0,0,2469,1580987219.04126
1.9,1.34,1.1,0.71,3.34,55.25,35.25,0,2469,1580987219.68019
1.9,1.44,1.12,0.83,3.32,55.25,35.25,0,2469,1580987220.31919
1.9,1.39,1.0,0.68,3.37,55.25,35.25,0,2469,1580987220.95406
1.9,1.34,1.1,0.78,3.42,55.25,35.25,0,2469,1580987221.59296
1.9,1.44,1.07,0.73,3.34,55.25,35.25,0,2469,1580987222.2319
1.88,1.51,1.07,0.81,3.39,55.0,35.25,0,2469,1580987222.86673
1.86,1.54,1.12,0.83,3.47,55.0,35.25,0,2469,1580987223.50566
1.88,1.44,1.1,0.73,3.47,55.25,35.25,0,2469,1580987224.14461
1.9,1.34,1.1,0.76,3.47,55.25,35.25,0,2469,1580987224.78352
1.88,1.51,1.07,0.85,3.44,55.25,35.25,0,2469,1580987225.41845
1.88,1.39,1.07,0.68,3.47,55.25,35.25,0,2469,1580987226.0574
1.88,1.51,1.07,0.81,3.34,55.0,35.25,0,2469,1580987226.6963599
1.9,1.39,1.07,0.81,3.44,55.25,35.25,0,2469,1580987227.3311698
1.78,1.46,1.0,0.85,3.34,55.5,35.25,0,2469,1580987227.97014
1.9,1.42,1.0,0.93,3.47,55.25,35.25,0,2469,1580987228.6091
1.9,1.34,1.1,0.81,3.44,55.25,35.25,0,2469,1580987229.2439198
1.86,1.59,1.1,0.76,3.37,55.5,35.25,0,2469,1580987229.88286
1.81,1.51,1.1,0.76,3.47,55.5,35.0,0,2469,1580987230.52183
1.81,1.44,1.15,0.85,3.39,55.5,35.25,0,2469,1580987231.1607301
1.9,1.56,1.12,0.81,3.49,55.25,35.25,0,2469,1580987231.7956
1.86,1.49,1.07,0.71,3.32,55.5,35.5,0,2469,1580987232.43459
1.93,1.42,1.12,0.83,3.44,55.5,35.25,0,2469,1580987233.0734801
1.93,1.42,1.15,0.81,3.44,55.5,35.25,0,2469,1580987233.70835
1.93,1.51,1.05,0.83,3.42,55.5,35.5,0,2469,1580987234.3473198
1.95,1.51,1.1,0.71,3.34,55.25,35.25,0,2469,1580987234.98622
1.88,1.49,1.1,0.71,3.34,55.5,35.25,0,2469,1580987235.62112
1.78,1.46,1.1,0.78,3.47,55.5,35.25,0,2469,1580987236.26004
1.86,1.46,1.07,0.78,3.44,55.5,35.5,0,2469,1580987236.8989801
2.0,1.46,1.1,0.68,3.37,55.5,35.25,0,2469,1580987237.53785
1.9,1.56,1.17,0.76,3.34,55.5,35.25,0,2469,1580987238.1728
1.9,1.46,1.15,0.78,3.34,55.5,35.25,0,2469,1580987238.81178
1.93,1.61,1.05,0.73,3.42,55.5,35.0,0,2469,1580987239.45069
1.95,1.44,1.07,0.73,3.34,55.25,35.25,0,2469,1580987240.08552
1.86,1.42,1.12,0.85,3.39,55.5,35.25,0,2469,1580987240.72449
1.88,1.56,1.0,0.73,3.37,55.5,35.5,0,2469,1580987241.36344
1.95,1.44,1.15,0.85,3.32,55.5,35.25,0,2469,1580987241.9983
1.86,1.54,1.15,0.85,3.49,55.75,35.25,0,2469,1580987242.63721
1.86,1.56,1.07,0.71,3.34,55.5,35.25,0,2469,1580987243.2762
1.9,1.56,1.15,0.78,3.42,55.5,35.0,0,2469,1580987243.91506
1.9,1.51,1.07,0.68,3.37,55.5,35.5,0,2469,1580987244.55005
1.86,1.44,1.15,0.85,3.39,55.5,35.25,0,2469,1580987245.18891
1.86,1.56,1.1,0.73,3.44,55.5,35.25,0,2469,1580987245.82785
1.86,1.44,1.1,0.76,3.34,55.5,35.25,0,2469,1580987246.46272
1.88,1.56,1.07,0.81,3.34,55.5,35.25,0,2469,1580987247.10167
1.78,1.49,1.07,0.68,3.44,55.5,35.25,0,2469,1580987247.74061
1.88,1.49,1.0,0.85,3.37,55.5,35.25,0,2469,1580987248.3755
1.86,1.51,1.1,0.83,3.47,55.25,35.5,0,2469,1580987249.01441
1.9,1.61,1.12,0.81,3.39,55.5,35.25,0,2469,1580987249.65335
1.88,1.49,1.12,0.85,3.47,55.25,35.5,0,2469,1580987250.2922099
1.86,1.49,1.1,0.93,3.39,55.5,35.25,0,2469,1580987250.92716
1.9,1.56,1.2,0.81,3.44,55.5,35.75,0,2469,1580987251.56609
1.86,1.39,1.15,0.85,3.37,55.5,35.5,0,2469,1580987252.2049901
1.86,1.46,1.03,0.83,3.47,55.5,35.5,0,2469,1580987252.83986
1.86,1.39,1.07,0.71,3.32,55.5,35.5,0,2469,1580987253.4788
1.9,1.56,1.17,0.76,3.34,55.25,35.25,0,2469,1580987254.11775
1.86,1.51,1.05,0.83,3.47,55.5,35.5,0,2469,1580987254.7526
1.88,1.49,1.1,0.73,3.37,55.5,35.5,0,2469,1580987255.3915699
1.9,1.56,1.12,0.76,3.34,55.5,35.5,0,2469,1580987256.03054
1.9,1.51,1.15,0.81,3.39,55.5,35.5,0,2469,1580987256.66937
1.86,1.44,1.15,0.85,3.39,55.5,35.75,0,2469,1580987257.3043
1.98,1.44,1.1,0.81,3.34,55.5,35.75,0,2469,1580987257.94333
1.9,1.56,1.07,0.81,3.44,55.5,35.5,0,2469,1580987258.58216
1.88,1.56,1.07,0.78,3.42,55.5,35.75,0,2469,1580987259.21703
2.0,1.49,1.1,0.73,3.47,55.5,35.75,0,2469,1580987259.856
1.86,1.44,1.1,0.81,3.3,55.5,35.5,0,2469,1580987260.49491
1.9,1.46,1.1,0.71,3.34,55.5,35.5,0,2469,1580987261.12976
1.9,1.61,1.12,0.85,3.3,55.5,35.5,0,2469,1580987261.76874
1.88,1.39,1.1,0.83,3.34,55.5,35.5,0,2469,1580987262.40773
1.9,1.49,1.07,0.83,3.47,55.75,35.5,0,2469,1580987263.0466
1.93,1.56,1.0,0.85,3.49,55.75,35.5,0,2469,1580987263.68145
1.86,1.49,1.15,0.85,3.47,55.5,35.5,0,2469,1580987264.3204598
1.93,1.54,1.05,0.83,3.47,55.5,35.75,0,2469,1580987264.95939
1.88,1.49,1.1,0.71,3.34,55.75,35.5,0,2469,1580987265.59424
1.88,1.39,1.15,0.9,3.34,55.75,35.5,0,2469,1580987266.23315
2.0,1.56,1.07,0.81,3.34,55.5,35.5,0,2469,1580987266.87208
1.88,1.56,1.07,0.71,3.34,55.5,35.5,0,2469,1580987267.5069401
1.9,1.61,1.15,0.81,3.39,55.75,35.5,0,2469,1580987268.14587
1.86,1.42,1.0,0.73,3.42,55.75,35.25,0,2469,1580987268.78484
1.88,1.56,1.07,0.78,3.34,55.75,35.5,0,2469,1580987269.42375
1.88,1.49,1.0,0.83,3.47,55.75,35.25,0,2469,1580987270.0586698
1.86,1.61,1.15,0.85,3.44,55.75,35.5,0,2469,1580987270.69755
1.9,1.39,1.07,0.9,3.37,55.75,35.25,0,2469,1580987271.33653
1.86,1.54,1.1,0.78,3.47,55.75,35.5,0,2469,1580987271.9714198
1.78,1.49,1.1,0.68,3.37,55.75,35.5,0,2469,1580987272.61035
1.81,1.56,1.07,0.71,3.34,55.75,35.25,0,2469,1580987273.24927
1.9,1.56,1.15,0.83,3.49,55.75,35.5,0,2469,1580987273.88415
1.93,1.51,1.1,0.71,3.34,56.0,35.5,0,2469,1580987274.5230901
1.88,1.56,1.07,0.88,3.34,56.0,35.5,0,2469,1580987275.16201
1.88,1.54,1.07,0.71,3.3,55.75,35.5,0,2469,1580987275.80092
1.93,1.46,1.03,0.76,3.47,55.75,35.5,0,2469,1580987276.43578
1.88,1.64,1.03,0.78,3.42,55.75,35.5,0,2469,1580987277.07479
1.86,1.59,1.1,0.73,3.37,55.75,35.25,0,2469,1580987277.71373
1.86,1.54,1.12,0.85,3.49,56.0,35.5,0,2469,1580987278.34852
1.93,1.56,1.07,0.81,3.34,55.75,35.5,0,2469,1580987278.9875
1.9,1.56,1.12,0.85,3.42,55.75,35.5,0,2469,1580987279.62651
1.86,1.56,1.12,0.76,3.47,55.75,35.5,0,2469,1580987280.26129
1.86,1.42,1.07,0.85,3.39,55.75,35.5,0,2469,1580987280.9002302
1.93,1.51,1.15,0.85,3.34,55.75,35.5,0,2469,1580987281.5392098
1.9,1.59,1.12,0.76,3.34,55.75,35.5,0,2469,1580987282.17812
1.88,1.39,1.07,0.81,3.44,55.75,35.5,0,2469,1580987282.813
1.95,1.44,1.12,0.93,3.39,55.75,35.75,0,2469,1580987283.45191
1.88,1.39,1.15,0.85,3.39,55.75,35.5,0,2469,1580987284.09087
1.93,1.61,1.0,0.73,3.42,55.5,35.5,0,2469,1580987284.72579
1.78,1.46,1.1,0.78,3.42,55.75,35.75,0,2469,1580987285.3647099
1.88,1.49,1.1,0.81,3.47,55.5,35.5,0,2469,1580987286.00359
1.93,1.59,1.12,0.83,3.49,55.75,35.5,0,2469,1580987286.63854
1.93,1.46,1.03,0.78,3.34,55.5,35.5,0,2469,1580987287.2774198
1.9,1.42,1.1,0.81,3.47,55.5,35.75,0,2469,1580987287.91643
1.88,1.34,1.1,0.81,3.34,55.75,35.5,0,2469,1580987288.55527
1.95,1.34,1.1,0.83,3.47,55.5,35.75,0,2469,1580987289.1901698
1.88,1.34,1.1,0.76,3.34,55.75,35.75,0,2469,1580987289.82912
1.93,1.44,1.1,0.81,3.34,55.5,35.75,0,2469,1580987290.46808
1.88,1.44,1.1,0.83,3.39,55.75,35.75,0,2469,1580987291.10297
1.86,1.39,1.12,0.81,3.52,55.75,35.5,0,2469,1580987291.74192
1.86,1.44,1.15,0.85,3.39,55.75,35.5,0,2469,1580987292.38082
1.88,1.44,1.15,0.81,3.34,55.75,35.5,0,2469,1580987293.01566
1.88,1.39,1.1,0.78,3.3,55.75,35.5,0,2469,1580987293.6545599
1.9,1.49,1.1,0.73,3.47,55.5,35.75,0,2469,1580987294.2935698
1.9,1.46,1.15,0.81,3.39,55.75,35.75,0,2469,1580987294.93245
1.93,1.51,1.15,0.85,3.34,55.75,35.5,0,2469,1580987295.5673401
1.88,1.49,1.1,0.71,3.42,55.75,35.5,0,2469,1580987296.20631
1.9,1.46,1.1,0.9,3.42,55.75,35.5,0,2469,1580987296.84524
1.9,1.44,1.07,0.73,3.34,55.75,35.75,0,2469,1580987297.4800901
1.88,1.39,1.15,0.85,3.37,55.75,35.5,0,2469,1580987298.11902
1.93,1.44,1.12,0.85,3.44,56.0,35.5,0,2469,1580987298.7579699
1.86,1.49,1.07,0.71,3.34,56.0,35.5,0,2469,1580987299.39286
2.0,1.39,1.15,0.85,3.39,56.0,35.5,0,2469,1580987300.03174
1.93,1.44,1.1,0.81,3.34,56.0,35.5,0,2469,1580987300.67068
1.93,1.61,1.12,0.83,3.39,55.75,35.5,0,2469,1580987301.3096
1.9,1.61,1.15,0.76,3.47,55.75,35.75,0,2469,1580987301.94451
1.78,1.54,1.12,0.76,3.47,55.75,35.75,0,2469,1580987302.5834801
1.9,1.46,1.1,0.76,3.47,56.0,35.5,0,2469,1580987303.22242
1.93,1.42,1.12,0.83,3.39,56.0,35.5,0,2469,1580987303.85726
1.93,1.61,1.1,0.76,3.39,55.75,35.5,0,2469,1580987304.4962199
1.78,1.56,1.07,0.81,3.34,55.75,35.5,0,2469,1580987305.13515
1.78,1.46,1.07,0.68,3.44,55.75,35.5,0,2469,1580987305.76995
1.88,1.49,1.1,0.71,3.42,55.75,35.5,0,2469,1580987306.40894
1.88,1.44,1.15,0.81,3.34,56.0,35.5,0,2469,1580987307.0478802
1.88,1.54,1.0,0.83,3.39,56.0,35.5,0,2469,1580987307.68677
1.78,1.46,1.1,0.71,3.47,56.0,35.5,0,2469,1580987308.3216698
1.86,1.34,1.15,0.85,3.39,56.0,35.5,0,2469,1580987308.96073
1.88,1.49,1.1,0.76,3.47,56.0,35.5,0,2469,1580987309.59953
1.9,1.44,1.07,0.76,3.3,55.75,35.5,0,2469,1580987310.23443
1.88,1.49,1.1,0.71,3.34,56.0,35.75,0,2469,1580987310.87342
1.95,1.49,0.95,0.81,3.44,56.0,35.75,0,2469,1580987311.5123198
1.9,1.56,1.12,0.73,3.34,55.75,35.5,0,2469,1580987312.1472
1.88,1.56,1.12,0.73,3.47,56.0,35.5,0,2469,1580987312.78618
1.86,1.59,1.12,0.83,3.49,55.75,35.75,0,2469,1580987313.4251199
1.9,1.56,1.15,0.81,3.44,55.75,35.75,0,2469,1580987314.06394
1.9,1.42,1.12,0.85,3.39,56.0,35.5,0,2469,1580987314.69885
1.9,1.46,1.1,0.81,3.44,55.75,35.75,0,2469,1580987315.33781
1.88,1.49,1.1,0.73,3.39,55.75,35.75,0,2469,1580987315.97677
1.86,1.39,1.07,0.78,3.3,56.0,35.75,0,2469,1580987316.61161
1.95,1.34,1.15,0.81,3.34,55.75,35.75,0,2469,1580987317.25059
1.9,1.44,1.12,0.85,3.34,55.75,35.5,0,2469,1580987317.88955
1.78,1.46,1.15,0.81,3.44,55.75,35.5,0,2469,1580987318.52438
1.93,1.51,1.1,0.83,3.47,55.75,35.5,0,2469,1580987319.16337
1.86,1.49,1.07,0.68,3.49,56.0,35.5,0,2469,1580987319.8022301
1.78,1.46,1.1,0.76,3.42,55.75,35.5,0,2469,1580987320.44115
1.9,1.54,1.12,0.83,3.47,56.0,35.5,0,2469,1580987321.07609
1.86,1.49,1.1,0.76,3.47,55.75,35.5,0,2469,1580987321.7149801
1.95,1.51,1.15,0.85,3.37,55.75,35.5,0,2469,1580987322.35396
1.88,1.39,1.07,0.81,3.39,55.75,35.5,0,2469,1580987322.98883
1.86,1.49,1.07,0.78,3.42,56.0,35.5,0,2469,1580987323.6277301
1.86,1.49,1.12,0.76,3.34,56.0,35.5,0,2469,1580987324.2666302
1.88,1.51,1.07,0.81,3.39,55.75,35.5,0,2469,1580987324.90151
1.86,1.49,1.0,0.71,3.34,55.75,35.75,0,2469,1580987325.5404801
1.88,1.39,1.07,0.73,3.32,55.75,35.5,0,2469,1580987326.17941
1.9,1.46,1.1,0.88,3.34,55.75,35.5,0,2469,1580987326.81829
1.88,1.61,1.12,0.81,3.44,55.75,35.5,0,2469,1580987327.4532402
1.88,1.49,1.1,0.71,3.34,55.75,35.5,0,2469,1580987328.09217
1.86,1.54,1.12,0.83,3.47,55.75,35.5,0,2469,1580987328.7311401
1.9,1.46,1.15,0.78,3.44,55.75,35.5,0,2469,1580987329.3660002
1.88,1.39,1.07,0.83,3.42,55.75,35.5,0,2469,1580987330.00491
1.86,1.49,1.0,0.83,3.56,55.75,35.5,0,2469,1580987330.64392
1.88,1.56,1.03,0.81,3.42,55.75,35.5,0,2469,1580987331.2787
1.86,1.49,1.1,0.73,3.47,55.75,35.75,0,2469,1580987331.91769
1.93,1.51,1.1,0.76,3.47,56.0,35.5,0,2469,1580987332.5566301
1.93,1.51,1.15,0.81,3.42,55.75,35.5,0,2469,1580987333.19551
1.9,1.54,1.12,0.83,3.37,56.0,35.5,0,2469,1580987333.83037
1.95,1.44,1.07,0.78,3.39,56.0,35.5,0,2469,1580987334.46933
1.9,1.54,1.1,0.71,3.42,55.75,35.5,0,2469,1580987335.10829
1.86,1.54,1.12,0.83,3.47,56.0,35.5,0,2469,1580987335.74317
1.88,1.49,1.15,0.85,3.52,56.0,35.75,0,2469,1580987336.38208
1.86,1.42,1.12,0.83,3.39,55.75,35.5,0,2469,1580987337.02108
1.88,1.54,1.15,0.9,3.42,55.75,35.5,0,2469,1580987337.65594
1.95,1.51,1.12,0.85,3.37,55.75,35.5,0,2469,1580987338.29485
1.86,1.49,1.1,0.78,3.42,55.75,35.5,0,2469,1580987338.93384
1.9,1.46,1.1,0.83,3.49,55.75,35.5,0,2469,1580987339.57267
1.86,1.49,1.15,0.85,3.47,56.0,35.5,0,2469,1580987340.2076
1.93,1.56,1.17,0.83,3.47,56.0,35.75,0,2469,1580987340.84655
1.88,1.56,1.07,0.78,3.44,56.0,35.5,0,2469,1580987341.48544
1.88,1.39,1.07,0.73,3.37,56.0,35.5,0,2469,1580987342.12033
1.88,1.49,1.0,0.83,3.47,56.0,35.5,0,2469,1580987342.7593
1.86,1.44,1.12,0.85,3.39,56.0,35.5,0,2469,1580987343.39824
1.86,1.54,1.1,0.78,3.47,56.0,35.5,0,2469,1580987344.03302
1.93,1.51,1.12,0.83,3.42,56.0,35.75,0,2469,1580987344.67202
1.88,1.56,1.07,0.71,3.42,56.0,35.5,0,2469,1580987345.31101
1.93,1.56,1.22,0.83,3.49,56.0,35.5,0,2469,1580987345.94984
1.81,1.51,1.22,0.81,3.47,56.0,35.75,0,2469,1580987346.58479
1.88,1.49,1.0,0.83,3.49,56.0,35.5,0,2469,1580987347.22377
1.88,1.49,1.07,0.68,3.37,56.0,35.75,0,2469,1580987347.8626301
1.86,1.49,1.15,0.81,3.47,56.0,35.75,0,2469,1580987348.4974802
1.93,1.59,1.05,0.78,3.42,56.0,35.5,0,2469,1580987349.13642
1.93,1.42,1.17,0.83,3.39,56.25,35.5,0,2469,1580987349.77541
1.88,1.49,1.12,0.83,3.42,56.25,35.75,0,2469,1580987350.41027
1.83,1.49,1.07,0.83,3.47,56.0,35.5,0,2469,1580987351.04918
1.95,1.34,1.1,0.81,3.34,56.0,35.5,0,2469,1580987351.68809
1.93,1.51,1.17,0.83,3.47,56.0,35.5,0,2469,1580987352.32305
1.88,1.39,1.07,0.81,3.34,56.25,35.5,0,2469,1580987352.96193
1.95,1.54,1.05,0.83,3.49,56.0,35.5,0,2469,1580987353.60081
1.88,1.49,1.0,0.83,3.52,56.0,35.5,0,2469,1580987354.23977
1.86,1.49,1.1,0.81,3.42,56.0,35.5,0,2469,1580987354.87468
1.86,1.56,1.07,0.98,3.39,56.25,35.75,0,2469,1580987355.51359
1.95,1.51,1.12,0.98,3.3,56.0,35.5,0,2469,1580987356.1525302
1.95,1.44,1.07,0.76,3.37,56.0,35.5,0,2469,1580987356.78737
1.86,1.46,1.1,0.78,3.42,56.0,35.75,0,2469,1580987357.42635
1.95,1.61,1.12,0.85,3.44,56.0,35.75,0,2469,1580987358.06533
1.93,1.56,1.07,0.83,3.34,56.25,35.5,0,2469,1580987358.70011
1.88,1.59,1.12,0.85,3.49,56.0,35.5,0,2469,1580987359.33906
1.95,1.44,1.12,0.93,3.47,56.0,35.75,0,2469,1580987359.97813
1.9,1.61,1.12,0.83,3.42,56.0,35.5,0,2469,1580987360.61698
1.88,1.49,1.07,0.81,3.44,56.0,35.75,0,2469,1580987361.25177
1.86,1.44,1.15,0.85,3.39,56.0,35.5,0,2469,1580987361.8907402
1.9,1.46,1.12,0.83,3.47,56.0,35.5,0,2469,1580987362.52976
1.86,1.44,1.1,0.81,3.34,56.0,35.5,0,2469,1580987363.16455
1.88,1.56,1.07,0.81,3.44,56.0,35.5,0,2469,1580987363.80347
1.93,1.46,1.12,0.73,3.47,56.25,35.5,0,2469,1580987364.44246
1.86,1.44,1.1,0.81,3.34,56.25,35.5,0,2469,1580987365.07729
1.88,1.56,1.07,0.81,3.34,56.0,35.5,0,2469,1580987365.71625
1.93,1.42,1.17,0.85,3.34,56.0,35.5,0,2469,1580987366.35524
1.88,1.44,1.15,0.85,3.37,56.0,35.5,0,2469,1580987366.99409
2.0,1.39,1.07,0.93,3.47,56.0,35.5,0,2469,1580987367.62904
1.88,1.49,1.1,0.71,3.42,56.0,35.5,0,2469,1580987368.26798
1.86,1.54,1.12,0.76,3.42,56.0,35.5,0,2469,1580987368.9068902
1.93,1.49,1.07,0.85,3.49,56.0,35.5,0,2469,1580987369.54176
1.93,1.61,1.12,0.83,3.56,56.0,35.75,0,2469,1580987370.18073
1.86,1.39,1.12,0.85,3.52,56.25,35.5,0,2469,1580987370.81967
1.93,1.42,1.12,0.83,3.39,56.25,35.5,0,2469,1580987371.45452
1.9,1.49,1.1,0.81,3.34,56.25,35.5,0,2469,1580987372.09343
1.86,1.44,1.1,0.78,3.34,56.25,35.5,0,2469,1580987372.73239
1.86,1.56,1.07,0.81,3.34,56.25,35.5,0,2469,1580987373.37125
1.88,1.44,1.1,0.83,3.47,56.25,35.5,0,2469,1580987374.00616
1.9,1.61,1.22,0.71,3.42,56.25,35.75,0,2469,1580987374.64515
1.95,1.46,1.15,0.85,3.39,56.25,35.5,0,2469,1580987375.28405
2.0,1.56,1.12,0.93,3.47,56.25,35.75,0,2469,1580987375.91892
1.88,1.34,1.07,0.78,3.37,56.25,35.5,0,2469,1580987376.55787
1.88,1.49,1.07,0.68,3.42,56.25,35.5,0,2469,1580987377.19683
2.0,1.56,1.07,0.81,3.34,56.25,35.5,0,2469,1580987377.83169
1.93,1.61,1.12,0.85,3.59,56.25,35.75,0,2469,1580987378.47065
1.9,1.56,1.07,0.68,3.42,56.25,35.75,0,2469,1580987379.10956
1.9,1.49,1.0,0.76,3.44,56.25,35.5,0,2469,1580987379.74848
1.9,1.56,1.15,0.83,3.44,56.0,35.5,0,2469,1580987380.3833802
1.88,1.49,1.12,0.81,3.42,56.25,35.5,0,2469,1580987381.0223
1.95,1.39,1.07,0.85,3.39,56.25,35.5,0,2469,1580987381.66126
1.86,1.56,1.12,0.73,3.47,56.25,35.5,0,2469,1580987382.2961
1.9,1.42,1.12,0.85,3.37,56.25,35.5,0,2469,1580987382.93503
1.9,1.59,1.12,0.85,3.56,56.25,35.75,0,2469,1580987383.57401
1.86,1.59,1.12,0.83,3.42,56.25,35.5,0,2469,1580987384.20879
1.88,1.54,1.12,0.85,3.47,56.0,36.0,0,2469,1580987384.84779
1.95,1.61,1.12,0.85,3.49,56.25,35.75,0,2469,1580987385.4867
1.86,1.56,1.12,0.83,3.47,56.0,36.25,0,2469,1580987386.12567
1.86,1.49,1.15,0.76,3.42,56.25,36.0,0,2469,1580987386.76051
1.86,1.46,1.1,0.81,3.34,56.0,35.75,0,2469,1580987387.39945
1.95,1.56,1.07,0.73,3.42,56.0,36.0,0,2469,1580987388.0384
1.86,1.56,1.12,0.78,3.34,56.0,35.75,0,2469,1580987388.67328
1.86,1.51,1.15,0.81,3.44,56.0,36.0,0,2469,1580987389.31223
1.9,1.49,1.07,0.81,3.44,56.0,36.0,0,2469,1580987389.95119
1.83,1.56,1.22,0.83,3.47,56.0,36.0,0,2469,1580987390.58602
1.9,1.56,1.07,0.73,3.42,56.0,36.25,0,2469,1580987391.22493
1.93,1.42,1.1,0.85,3.39,56.0,36.25,0,2469,1580987391.86392
1.86,1.56,1.15,0.71,3.44,56.0,36.0,0,2469,1580987392.5028
1.9,1.56,1.1,0.83,3.47,56.0,36.25,0,2469,1580987393.1377099
1.93,1.56,1.0,0.76,3.44,56.0,36.25,0,2469,1580987393.77668
1.86,1.49,1.15,0.81,3.44,56.0,36.25,0,2469,1580987394.41563
1.93,1.51,1.1,0.81,3.47,56.0,36.25,0,2469,1580987395.0504198
1.88,1.56,1.0,0.73,3.42,56.0,36.25,0,2469,1580987395.68939
1.88,1.49,1.12,0.85,3.42,56.0,35.75,0,2469,1580987396.32834
1.95,1.61,1.15,0.85,3.42,56.0,36.25,0,2469,1580987396.9632099
1.88,1.39,1.1,0.78,3.34,56.0,36.25,0,2469,1580987397.60212
1.88,1.39,1.07,0.81,3.34,56.0,36.0,0,2469,1580987398.24109
2.0,1.49,1.15,0.98,3.39,56.0,36.25,0,2469,1580987398.8799698
1.95,1.54,1.12,0.83,3.47,56.0,36.0,0,2469,1580987399.5148802
1.95,1.34,1.15,0.85,3.44,56.0,36.25,0,2469,1580987400.15382
1.88,1.49,1.1,0.81,3.47,56.0,36.25,0,2469,1580987400.7927802
1.95,1.46,1.07,0.81,3.44,56.0,36.25,0,2469,1580987401.42762
1.88,1.51,1.07,0.85,3.39,56.0,36.25,0,2469,1580987402.06654
1.86,1.54,1.1,0.78,3.44,56.0,36.25,0,2469,1580987402.70555
1.86,1.54,1.12,0.83,3.47,56.0,36.0,0,2469,1580987403.34037
1.88,1.44,1.15,0.81,3.39,56.0,36.25,0,2469,1580987403.9793699
1.86,1.39,1.07,0.78,3.34,56.0,35.75,0,2469,1580987404.61826
1.86,1.54,1.12,0.76,3.49,56.0,36.25,0,2469,1580987405.25706
1.9,1.46,1.1,0.81,3.44,56.0,35.75,0,2469,1580987405.89205
1.93,1.56,1.17,0.83,3.49,56.0,36.25,0,2469,1580987406.5310302
1.88,1.49,1.1,0.78,3.42,56.25,35.75,0,2469,1580987407.1698802
1.86,1.56,1.07,0.85,3.34,56.25,35.75,0,2469,1580987407.8048
1.86,1.49,1.07,0.68,3.49,56.25,36.0,0,2469,1580987408.44375
1.88,1.49,1.07,0.73,3.37,56.25,35.75,0,2469,1580987409.08268
1.86,1.59,1.12,0.83,3.49,56.0,36.25,0,2469,1580987409.71755
1.86,1.54,1.22,0.81,3.47,56.25,36.25,0,2469,1580987410.3564599
1.9,1.56,1.15,0.81,3.47,56.25,36.5,0,2469,1580987410.9955099
1.88,1.46,1.12,0.73,3.47,56.5,35.75,0,2469,1580987411.63435
1.86,1.49,1.07,0.71,3.37,56.5,35.75,0,2469,1580987412.26925
1.88,1.49,1.15,0.83,3.42,56.5,36.0,0,2469,1580987412.90814
1.88,1.54,1.12,0.85,3.54,56.5,35.75,0,2469,1580987413.5471098
1.93,1.51,1.15,0.81,3.44,56.75,36.25,0,2469,1580987414.18197
1.88,1.49,1.22,0.83,3.42,56.5,35.75,0,2469,1580987414.82091
1.86,1.46,1.12,0.73,3.47,56.5,36.0,0,2469,1580987415.4598598
1.95,1.56,1.17,0.76,3.47,56.5,35.75,0,2469,1580987416.09469
1.93,1.42,1.12,0.85,3.47,56.5,35.75,0,2469,1580987416.73364
1.9,1.49,1.1,0.71,3.34,56.5,36.0,0,2469,1580987417.37257
1.88,1.56,1.07,0.71,3.42,56.5,35.75,0,2469,1580987418.01148
1.9,1.56,1.07,0.73,3.42,56.5,36.25,0,2469,1580987418.64637
1.95,1.46,1.07,0.78,3.34,56.5,36.0,0,2469,1580987419.2853801
1.88,1.44,1.12,0.85,3.47,56.5,36.0,0,2469,1580987419.92431
1.88,1.46,1.07,0.73,3.34,56.5,36.25,0,2469,1580987420.5591302
1.9,1.42,1.17,0.85,3.47,56.5,36.25,0,2469,1580987421.19801
1.88,1.56,1.12,0.83,3.47,56.5,36.25,0,2469,1580987421.83705
1.88,1.44,1.1,0.81,3.34,56.5,36.25,0,2469,1580987422.4719
1.95,1.61,1.12,0.85,3.47,56.5,36.0,0,2469,1580987423.11087
1.95,1.56,1.07,0.85,3.49,56.5,36.25,0,2469,1580987423.74986
1.86,1.49,1.07,0.71,3.37,56.5,36.0,0,2469,1580987424.38861
1.95,1.51,1.15,0.85,3.39,56.5,36.25,0,2469,1580987425.02362
1.86,1.46,1.1,0.81,3.42,56.5,36.0,0,2469,1580987425.6626
1.86,1.39,1.1,0.83,3.39,56.25,36.25,0,2469,1580987426.30139
1.9,1.59,1.12,0.76,3.34,56.5,36.25,0,2469,1580987426.93635
